"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200"
53,16,39,27,6,37,21,4,61,61,3,13,20,36,61,17,15,24,33,47,17,29,57,32,36,38,23,29,21,13,30,12,45,23,40,43,24,26,33,53,16,32,21,11,26,12,58,36,29,40,52,8,20,29,24,10,40,25,10,20,11,21,46,27,5,17,28,9,61,27,18,8,33,0,61,41,8,29,25,55,29,7,21,27,34,26,33,54,61,35,36,5,34,31,13,19,1,20,57,61,55,14,15,9,20,51,13,15,19,28,48,7,38,51,14,10,27,16,25,17,39,9,2,15,21,34,24,36,26,0,14,31,25,12,33,21,40,37,25,30,16,15,5,10,32,36,61,50,29,28,50,13,16,20,23,4,52,21,55,27,0,58,53,33,18,14,17,23,24,19,56,22,26,13,21,5,27,1,28,19,36,10,6,7,8,21,34,58,30,8,16,2,18,19,42,0,50,22,20,21
61,35,26,6,15,19,14,25,61,61,1,2,10,45,61,25,0,27,7,61,14,37,57,43,25,14,0,26,33,13,17,6,14,18,61,31,12,56,25,49,21,32,34,48,26,5,61,8,60,54,61,32,0,17,20,27,13,0,0,26,12,27,50,50,12,2,38,8,61,22,20,6,40,2,61,40,5,13,29,61,61,19,8,26,37,0,5,32,55,0,15,33,41,61,23,14,41,0,31,46,61,16,27,20,42,50,33,28,45,1,61,29,25,21,16,6,21,29,33,24,55,23,5,29,24,16,59,51,13,24,32,29,14,9,39,15,0,24,9,43,3,0,7,30,26,18,61,54,47,19,21,2,11,5,31,9,54,27,54,29,28,56,61,35,30,11,16,18,36,23,59,43,27,37,32,7,19,0,22,15,16,15,21,18,25,21,29,47,0,16,14,21,0,0,41,10,61,37,11,2
60,20,16,31,13,21,0,26,54,61,3,5,19,34,61,29,7,19,0,61,4,24,61,61,29,19,32,25,24,1,26,33,7,8,53,15,16,48,5,60,28,31,15,37,13,28,61,28,51,61,60,22,0,8,41,39,18,23,0,46,28,21,41,42,10,7,14,25,61,30,7,9,43,7,61,41,17,19,16,58,61,5,2,23,29,3,22,49,51,0,24,17,28,60,34,45,19,10,40,45,61,0,5,23,17,31,13,19,25,11,52,22,24,20,3,6,13,17,31,19,61,24,5,12,21,15,61,41,32,13,44,38,19,0,46,2,7,35,2,34,8,28,0,21,26,29,61,56,60,45,27,0,6,5,20,0,61,4,45,54,10,61,61,27,33,15,21,40,11,44,61,7,0,10,18,18,13,0,19,35,0,33,23,25,21,49,31,43,5,24,11,3,16,21,39,0,57,29,0,14
61,8,28,43,9,20,22,24,61,61,0,28,9,20,52,16,0,15,0,61,28,35,56,47,25,20,4,15,8,14,24,12,33,21,61,30,4,61,12,50,0,44,37,41,17,0,61,9,61,53,57,22,12,5,6,35,9,32,0,31,19,16,59,24,22,13,45,11,61,15,23,6,56,0,60,48,8,18,41,61,61,0,0,43,43,0,0,49,56,1,30,12,18,61,19,12,23,2,12,35,59,13,30,25,35,51,22,11,30,12,48,0,44,26,0,36,22,25,15,2,50,9,0,19,29,13,46,52,5,24,25,18,14,0,26,3,0,38,14,26,18,1,15,20,21,17,34,49,61,30,16,30,11,0,2,0,57,0,46,34,18,48,61,28,12,2,10,30,32,47,61,27,5,4,27,13,1,10,9,25,14,39,25,13,4,33,27,48,10,29,18,0,0,13,27,7,46,17,16,5
57,3,27,39,25,29,19,20,61,61,8,0,9,34,48,36,0,17,17,61,10,33,61,50,36,39,23,18,13,0,12,7,22,21,48,41,19,32,17,50,6,33,26,30,11,12,58,16,61,61,61,19,33,14,40,20,17,16,5,30,4,26,56,39,35,0,17,15,61,30,15,11,58,0,58,28,13,41,24,61,61,13,19,12,36,0,15,34,61,3,21,28,21,61,18,32,34,3,32,61,61,5,28,14,16,46,12,13,35,8,61,14,14,36,28,13,0,27,24,10,48,17,0,3,8,6,52,44,22,22,20,27,0,0,44,0,0,37,5,28,29,23,7,12,14,13,61,61,61,17,32,14,8,0,1,3,61,12,41,28,0,58,59,36,35,21,33,21,10,39,48,2,14,2,35,22,10,9,25,23,19,37,19,14,0,34,36,61,5,9,22,8,0,12,24,0,56,33,17,27
61,9,33,30,14,23,5,29,58,61,22,7,4,42,55,29,11,27,3,61,9,47,58,23,15,22,22,21,19,15,24,15,10,20,61,22,15,47,9,61,10,38,21,29,8,2,61,15,61,46,52,12,7,1,15,28,8,10,0,17,5,42,61,19,32,28,25,6,61,15,30,13,33,9,60,27,0,20,25,44,61,24,17,27,21,0,2,32,61,18,33,19,24,61,16,28,25,0,16,51,58,6,32,12,3,28,19,17,27,4,48,2,28,28,23,7,0,52,27,26,52,25,12,11,24,34,41,44,15,36,23,23,1,9,44,28,19,31,0,44,20,11,11,31,18,34,60,48,61,26,22,1,3,6,37,21,45,0,61,40,12,54,61,18,29,17,6,13,47,50,48,7,18,15,0,28,15,2,6,11,19,23,28,17,17,33,15,44,0,30,21,4,0,29,24,0,61,20,21,29
38,27,39,24,14,39,25,25,61,61,0,14,5,35,61,37,16,11,7,56,4,27,57,15,19,38,29,19,10,23,4,29,3,3,55,13,18,61,14,56,0,46,26,35,11,0,61,7,52,61,48,28,23,15,15,24,12,25,7,28,0,23,61,36,11,26,35,18,61,28,5,8,51,0,61,43,10,14,32,61,61,12,17,35,17,8,0,43,61,0,30,24,26,50,19,43,29,0,16,59,61,24,9,21,42,47,12,15,40,13,61,0,30,32,17,29,24,31,17,29,48,8,15,35,26,26,60,55,17,16,48,14,0,4,53,6,0,44,4,21,1,15,13,32,24,20,61,53,40,22,16,17,0,0,0,13,57,12,32,45,35,52,61,25,27,11,17,0,20,50,61,14,30,13,13,29,23,0,17,16,19,36,0,30,0,34,32,41,3,16,26,10,7,12,5,3,56,29,36,14
55,12,17,32,11,24,15,35,51,61,0,6,15,17,61,32,0,14,6,61,0,44,54,54,29,25,32,23,15,7,41,28,28,14,61,32,9,60,0,61,9,52,33,24,20,5,46,0,61,59,43,11,0,19,4,21,1,18,16,41,0,35,61,21,25,17,33,31,61,19,14,12,61,16,61,41,9,27,13,61,61,18,20,43,25,1,10,36,61,0,42,30,21,58,7,26,12,1,26,59,61,15,43,24,29,34,11,23,34,8,58,1,34,32,5,17,0,46,16,3,42,17,23,18,13,21,61,59,2,0,22,29,0,8,48,9,0,26,0,30,9,26,17,14,16,13,56,49,54,15,28,15,29,4,0,19,39,13,61,43,17,61,61,22,35,0,20,10,28,61,61,32,9,0,32,0,11,6,21,13,19,28,22,34,10,38,27,44,16,10,14,10,4,5,4,6,61,18,30,19
42,17,18,16,12,36,14,4,60,61,1,21,2,36,45,27,27,2,17,61,18,33,52,25,19,23,34,7,29,0,27,35,14,21,61,26,16,58,27,61,18,30,36,38,36,23,54,13,60,61,57,13,11,22,19,31,4,33,12,57,7,19,61,8,19,25,20,25,61,18,21,4,61,12,61,33,17,13,35,61,61,22,5,23,31,6,35,37,61,13,22,15,13,57,13,27,13,14,16,52,61,0,32,5,10,30,12,18,25,6,23,10,27,15,25,17,0,25,16,22,58,23,0,7,16,10,59,61,0,31,47,20,4,14,32,10,9,55,10,35,18,11,12,28,24,8,61,61,61,28,23,28,24,16,39,8,61,18,54,46,9,61,61,35,50,7,18,17,37,43,61,25,13,8,17,23,27,5,0,24,9,4,31,26,8,41,25,60,11,13,18,24,0,30,27,7,61,22,24,17
61,39,28,28,16,36,3,7,43,61,3,6,4,58,61,17,20,0,6,61,13,35,43,51,50,31,25,4,27,0,22,34,6,0,54,16,21,38,14,33,27,18,18,14,31,27,40,16,47,61,55,44,8,0,37,40,21,10,2,36,4,22,41,39,13,10,17,23,61,24,0,9,43,0,61,32,0,21,17,61,50,10,15,22,39,0,3,52,51,4,29,25,27,61,15,11,45,0,9,38,61,4,28,26,37,32,0,18,61,7,61,6,7,26,23,14,18,32,32,4,35,38,15,29,18,17,61,43,25,18,43,25,4,0,35,0,3,58,0,8,1,22,11,11,22,30,61,56,61,31,22,13,20,2,0,16,61,15,49,39,17,55,61,26,19,6,15,18,24,30,61,19,18,18,14,2,11,13,12,35,27,39,4,19,4,21,32,61,6,12,16,0,0,12,28,0,61,32,8,10
55,23,25,15,8,29,24,18,61,61,0,7,12,40,58,20,13,0,17,60,20,7,61,41,14,48,20,26,42,0,32,10,15,29,44,27,14,50,5,61,17,35,32,29,8,18,61,1,61,61,61,25,22,6,14,10,15,19,21,35,26,17,61,42,13,0,52,27,61,41,14,0,55,3,61,23,17,23,38,61,61,35,19,26,31,6,12,37,61,6,33,10,35,61,35,17,21,6,43,61,61,0,28,25,28,33,9,0,9,0,59,0,24,22,31,27,0,25,19,13,47,15,0,21,17,30,61,30,30,19,8,29,2,0,52,13,3,14,0,28,33,4,22,19,16,22,61,59,61,23,15,25,26,0,14,0,41,7,53,35,39,55,61,26,48,15,19,20,36,43,61,13,15,15,40,12,23,0,15,28,23,22,25,6,0,49,28,61,8,12,8,1,12,16,43,9,53,21,10,19
61,11,16,29,0,20,24,27,61,61,14,13,10,24,61,25,7,0,2,61,10,33,56,58,16,24,26,16,6,2,17,14,18,19,56,20,5,59,14,61,23,43,25,14,15,9,61,1,61,61,61,25,6,0,25,37,22,17,0,37,12,16,61,29,2,1,26,31,61,31,1,1,58,17,61,44,23,21,37,60,57,22,2,11,27,11,11,35,61,0,9,26,18,61,30,46,26,1,36,52,61,32,39,26,12,55,0,28,25,8,44,3,31,33,0,29,0,43,28,21,41,38,5,27,36,41,61,34,10,19,37,19,34,0,28,12,0,36,0,32,4,16,19,20,9,27,61,34,61,23,18,9,15,7,0,7,47,3,59,36,21,54,61,26,29,14,21,13,21,36,56,22,20,4,21,29,16,8,38,18,24,25,15,32,15,17,41,59,12,8,0,0,13,19,36,17,61,38,17,16
54,11,32,44,0,31,26,19,55,61,5,25,12,16,56,19,15,0,8,61,4,24,36,54,17,22,23,31,14,13,27,12,17,16,56,11,14,42,14,52,23,26,32,21,6,10,51,5,56,61,54,29,16,13,19,27,8,16,4,48,11,12,61,22,29,20,29,33,61,29,0,37,48,0,61,28,4,18,38,61,61,9,7,38,34,0,14,50,61,0,28,30,23,61,25,29,15,21,32,61,61,12,41,24,26,55,20,23,25,9,61,3,11,16,16,22,0,28,21,11,43,23,4,26,0,33,56,39,15,9,22,30,13,0,46,4,13,35,1,29,0,0,20,8,28,19,61,46,48,41,8,16,2,13,0,0,45,14,48,52,8,51,61,37,32,24,11,37,22,42,61,0,26,8,11,17,19,0,1,17,28,19,16,18,19,44,9,61,31,0,11,8,0,1,32,0,46,18,30,2
44,18,12,18,1,15,13,17,52,61,0,8,19,31,61,28,36,0,1,50,19,29,55,44,36,7,42,19,11,0,0,21,18,25,53,28,19,56,14,36,26,34,23,25,2,9,61,0,58,61,61,30,11,14,11,31,20,15,5,37,11,11,61,44,9,20,45,26,61,26,5,18,52,0,61,40,10,19,48,52,61,26,5,29,20,0,14,54,52,0,32,33,36,61,9,29,28,22,9,49,61,26,18,20,36,39,14,26,35,22,54,0,29,23,15,30,12,38,20,4,60,31,17,31,12,11,61,61,4,22,26,35,13,0,39,8,3,22,13,22,3,11,31,8,22,18,57,60,61,41,17,19,17,25,4,1,52,0,53,32,4,47,61,25,35,14,12,34,31,34,55,10,28,16,27,32,14,0,24,31,35,14,11,18,9,38,37,57,16,7,21,16,0,20,34,5,53,37,33,5
61,13,35,34,25,28,17,33,61,61,5,10,18,33,61,20,0,0,0,61,12,39,58,27,20,12,27,28,18,0,21,23,17,1,54,30,12,61,9,54,6,31,42,40,26,26,56,0,61,61,45,34,9,15,16,24,5,17,7,33,24,6,61,29,23,6,38,38,61,47,1,1,41,0,61,18,0,16,29,61,51,30,32,30,25,8,3,46,61,0,25,27,2,54,26,25,37,9,21,42,54,3,10,9,23,33,32,7,39,0,57,0,22,14,22,11,14,23,23,18,44,34,14,15,11,44,61,54,16,0,31,21,18,0,28,19,0,37,0,19,12,9,22,21,9,20,61,38,61,26,13,34,12,4,11,12,19,29,57,36,12,61,61,31,26,18,38,14,36,47,61,14,25,17,27,0,0,4,21,25,26,11,10,19,23,41,33,56,2,22,25,9,2,4,33,0,61,30,16,14
48,20,36,36,21,28,13,19,41,61,11,21,3,20,38,21,0,9,21,61,21,37,61,35,31,37,31,29,22,2,19,35,20,6,60,32,16,54,0,61,9,43,45,32,26,17,61,0,61,53,44,24,18,2,13,31,11,15,0,28,11,24,61,29,5,15,19,5,61,34,0,3,61,0,61,32,4,26,17,60,60,8,13,33,23,5,41,39,61,0,16,12,45,61,0,27,29,3,31,56,46,15,23,20,31,43,0,30,36,0,53,12,7,31,23,15,17,12,32,10,60,16,3,12,37,22,53,48,12,23,36,27,4,0,39,0,0,29,10,30,19,17,19,17,29,17,61,46,54,32,11,27,3,0,8,13,53,12,36,37,19,61,61,37,36,1,8,0,27,43,48,31,32,0,11,17,10,0,23,12,29,26,5,10,19,24,34,53,0,11,5,11,7,31,14,1,61,27,21,14
61,29,23,29,9,24,17,24,48,61,0,15,16,38,61,18,17,9,13,54,21,35,53,41,23,15,46,24,32,6,30,22,32,22,61,45,13,61,26,48,23,42,38,26,47,36,61,19,59,61,61,35,0,7,23,37,15,6,5,37,10,12,61,46,34,23,37,9,61,37,3,6,56,0,61,21,0,20,19,61,61,24,3,36,47,5,12,39,61,6,23,17,15,61,8,26,31,5,8,50,61,20,20,16,45,33,29,13,45,0,56,3,22,20,39,28,28,22,14,4,59,30,16,12,14,23,61,44,0,15,37,33,4,0,56,0,0,45,11,26,23,10,11,21,12,28,61,61,61,13,21,18,10,6,0,10,55,14,56,38,34,45,61,27,41,20,41,15,25,47,61,25,23,11,24,30,0,4,17,5,28,13,18,23,5,24,22,41,11,14,1,0,2,46,18,2,50,15,1,24
61,12,21,38,15,30,18,11,55,61,3,2,16,23,61,21,12,17,16,56,8,30,61,53,29,19,23,45,21,0,32,28,9,30,61,24,10,39,22,61,34,42,39,37,15,3,61,7,47,61,58,23,1,0,36,19,4,5,11,28,18,10,61,46,5,26,7,26,61,26,10,21,61,10,61,40,14,8,31,61,61,13,20,17,21,3,23,30,53,8,14,17,39,59,15,18,19,8,13,53,61,5,44,20,24,42,4,16,11,1,54,0,12,24,13,15,9,41,23,0,35,42,6,26,34,11,59,48,9,3,27,29,0,12,55,7,12,23,17,0,19,23,15,13,17,36,61,44,53,20,7,19,15,0,0,2,56,15,61,53,13,48,61,30,38,2,37,22,18,47,61,0,22,10,36,0,20,1,20,19,19,25,25,5,10,36,14,59,30,6,6,10,8,2,27,0,61,22,14,10
42,31,22,36,11,24,6,3,61,61,0,3,10,39,61,20,31,6,19,57,6,0,55,40,31,10,33,26,13,24,3,27,18,15,61,54,38,42,22,61,22,44,45,28,0,25,61,8,54,45,55,5,8,20,15,18,16,10,18,25,0,25,56,35,23,8,13,29,61,21,0,20,61,9,61,51,11,34,37,61,61,12,10,27,35,0,24,59,51,0,27,30,35,50,19,30,20,14,25,31,61,0,24,21,29,9,17,29,19,13,61,9,35,30,12,17,0,35,39,22,61,23,0,16,23,25,41,61,16,7,38,14,12,0,17,24,0,53,2,23,10,10,17,23,35,23,61,41,61,44,41,23,9,0,29,20,54,23,61,34,0,37,61,22,28,21,28,19,27,53,56,5,29,0,19,8,14,5,3,1,0,22,3,14,42,50,37,30,18,4,22,6,4,8,38,2,61,20,10,22
61,16,27,61,2,21,15,0,56,61,8,1,12,26,61,28,0,13,14,56,10,11,61,44,37,26,51,32,2,12,13,26,13,12,61,13,21,56,5,55,33,24,21,7,11,26,61,7,61,61,44,41,14,22,31,40,5,19,19,36,10,34,61,27,15,14,15,27,61,23,0,11,50,0,49,30,0,12,16,61,61,32,1,18,27,5,6,48,61,11,19,20,15,61,16,24,13,13,33,61,61,11,28,22,23,29,11,10,28,6,61,8,40,38,39,0,0,50,7,2,52,30,0,16,24,42,61,41,25,9,25,20,6,0,34,0,4,30,19,18,19,22,10,33,19,19,61,46,61,27,7,22,12,0,12,14,61,14,48,44,3,35,61,27,30,3,23,12,9,41,57,33,25,9,11,11,8,3,26,22,24,28,21,1,13,54,32,43,5,0,14,12,0,25,17,0,49,21,28,28
43,9,17,23,0,28,24,41,61,61,13,24,16,47,61,35,16,6,0,61,32,29,61,61,39,12,16,13,6,28,43,15,17,0,53,26,8,61,48,52,16,37,43,24,25,6,38,6,55,60,24,10,21,11,6,29,12,32,2,36,25,34,61,47,20,0,38,35,36,8,0,17,53,15,46,52,31,22,40,42,51,15,11,19,44,12,36,26,26,9,45,37,38,38,27,25,23,37,27,41,61,26,33,22,25,27,3,15,29,5,58,0,34,24,11,14,0,51,18,0,41,34,2,20,29,48,25,34,16,45,26,29,21,34,45,2,6,19,11,47,22,12,33,24,15,25,61,35,49,43,3,32,16,16,0,25,61,21,43,42,6,43,45,20,32,12,8,30,40,15,43,23,27,20,5,39,19,1,27,7,37,28,24,11,13,33,38,61,4,23,21,33,4,12,5,29,37,27,10,30
55,9,13,32,1,32,21,47,61,58,14,16,9,59,61,39,17,11,0,61,24,14,54,35,48,35,44,32,25,30,41,8,21,32,38,33,32,30,44,47,23,22,31,38,16,1,46,14,35,43,11,26,1,33,15,25,22,24,14,38,33,38,45,36,18,9,32,36,51,19,5,2,53,31,59,41,49,32,26,37,55,10,26,0,18,32,16,37,54,8,61,25,22,42,46,22,41,0,25,32,57,12,16,6,15,26,8,17,24,12,43,7,34,28,24,28,21,38,32,13,17,18,27,0,38,39,19,32,0,15,15,15,28,21,61,29,9,32,14,43,20,17,20,16,31,10,61,35,43,27,10,15,21,22,18,20,52,17,41,22,11,52,61,15,40,19,21,17,31,26,50,12,20,11,18,18,24,34,24,27,28,45,32,15,17,44,29,40,17,9,9,21,31,17,20,37,47,41,18,30
57,11,1,59,8,39,13,51,58,61,29,23,0,55,61,33,0,23,4,61,18,24,61,35,42,18,30,27,43,44,31,19,19,15,34,34,30,43,29,56,27,28,34,20,15,10,49,8,33,42,49,45,14,49,0,23,32,46,16,7,29,54,44,15,18,20,32,37,58,30,27,9,29,43,53,49,20,30,33,33,47,11,18,20,24,15,13,34,53,8,50,13,14,41,25,8,24,6,37,27,53,2,26,0,11,23,23,9,27,14,46,6,52,33,4,47,4,33,20,19,47,31,42,11,51,34,26,37,2,33,35,46,10,26,51,18,0,29,15,39,24,11,0,12,32,46,58,48,39,10,12,21,15,8,21,30,46,20,32,28,19,61,59,38,24,34,39,30,29,24,36,0,10,16,21,11,5,15,37,5,43,37,33,14,5,19,39,29,0,15,43,9,0,18,33,25,61,28,16,36
56,0,21,57,6,48,17,39,43,60,16,17,25,38,61,43,35,9,9,61,25,8,56,48,48,22,11,25,39,30,54,19,22,15,26,32,28,34,26,39,22,32,29,42,25,0,18,6,32,54,36,18,8,54,12,12,29,33,34,25,32,60,39,61,33,5,10,42,32,14,1,24,45,30,27,61,29,26,20,43,31,2,27,0,28,54,23,39,38,17,46,18,21,23,50,21,30,12,34,32,36,24,30,27,19,26,2,12,38,29,39,0,58,33,7,42,1,44,33,2,36,50,59,27,28,43,45,29,0,34,41,31,15,31,44,31,10,20,16,41,28,0,22,7,29,21,54,35,40,31,30,17,7,3,26,38,46,14,42,48,10,47,42,29,28,20,33,23,33,14,40,21,18,14,0,13,17,25,21,8,59,42,48,12,22,28,32,32,21,7,19,46,7,21,24,40,49,30,22,36
61,26,39,56,20,26,27,34,61,61,26,4,0,48,61,61,22,3,4,61,21,0,48,58,29,30,5,1,35,38,28,17,25,27,39,34,19,28,45,52,32,32,34,44,19,16,30,1,20,49,24,53,7,61,31,0,45,46,13,20,40,32,40,42,24,14,6,15,60,32,16,30,43,19,32,61,27,49,15,22,36,14,0,15,29,18,12,18,34,1,46,35,24,27,41,31,45,21,38,39,50,13,9,22,20,13,10,37,17,21,37,12,58,27,8,51,3,29,52,1,30,19,21,13,14,10,17,54,0,45,40,15,4,25,55,4,15,18,11,56,20,16,19,40,27,5,61,34,33,11,20,27,3,0,20,27,60,35,22,22,18,59,42,30,26,28,32,24,28,14,27,0,18,11,7,13,13,35,18,3,55,30,33,14,15,27,28,26,37,4,14,27,1,3,46,28,47,34,44,32
33,29,29,49,6,61,27,22,58,51,33,28,14,40,51,52,14,6,0,61,26,16,61,32,37,8,40,12,44,59,37,5,41,0,28,35,14,21,48,39,12,27,21,41,17,11,25,10,35,48,28,52,26,61,20,20,54,55,1,14,43,53,46,52,18,7,13,28,51,31,20,9,26,31,19,61,32,29,21,29,24,28,33,12,28,21,15,26,48,13,45,31,8,39,35,14,44,0,22,52,29,27,22,25,12,19,28,10,13,26,44,3,40,20,17,61,12,51,54,12,36,27,45,17,29,25,0,28,19,34,29,16,28,31,55,21,1,21,6,49,4,22,19,6,17,15,51,16,24,21,15,15,16,6,0,40,53,15,20,39,20,61,23,47,37,6,17,5,8,14,11,28,15,0,22,25,10,46,36,9,51,12,33,23,2,18,39,9,24,9,0,49,6,37,27,39,40,38,29,52
38,29,40,61,9,37,9,61,61,57,40,26,17,45,61,61,34,28,14,61,40,0,61,56,56,15,29,41,61,61,32,23,30,6,25,49,20,3,61,42,28,42,30,40,6,0,37,0,11,19,0,57,25,61,10,8,38,58,22,17,61,61,27,61,24,19,4,36,22,13,19,30,25,49,29,61,43,49,32,0,41,12,29,3,43,37,29,28,19,15,57,37,1,20,61,2,21,19,16,1,17,18,14,8,33,0,16,23,13,26,30,19,59,34,0,61,29,61,45,17,22,59,61,14,36,35,0,22,9,61,33,4,22,28,61,24,0,17,36,48,0,18,17,10,49,14,61,14,19,25,9,25,1,27,23,61,60,36,21,38,32,61,13,12,26,36,42,21,24,0,0,17,7,4,27,0,23,61,30,8,61,27,53,9,24,28,26,8,11,19,10,61,22,13,24,61,35,27,39,61
28,19,31,61,1,36,39,53,50,30,51,21,7,47,42,61,28,21,5,61,49,3,55,39,61,18,22,26,48,61,30,19,16,36,39,25,28,0,53,50,32,36,23,32,19,0,0,9,18,27,13,52,26,61,8,9,61,61,10,7,61,61,34,57,21,6,12,20,27,10,31,30,44,58,0,61,47,35,12,0,14,27,23,11,9,35,21,17,28,35,61,13,14,33,52,6,14,19,28,18,16,29,22,26,17,12,9,28,24,21,7,2,57,21,28,61,26,55,42,10,31,20,61,5,51,47,0,40,7,61,38,12,37,60,61,22,17,34,38,39,30,38,23,42,25,10,61,23,9,37,0,0,8,0,6,51,56,16,0,38,32,61,24,13,16,35,18,0,7,2,19,7,7,24,24,9,33,53,47,16,61,27,61,10,18,15,23,11,28,8,24,55,0,40,14,60,29,50,27,61
36,35,13,61,28,27,11,57,61,61,43,14,20,54,60,61,20,12,20,53,27,13,61,61,43,15,9,31,61,61,30,21,20,0,22,25,30,20,61,50,32,37,27,49,26,0,18,22,41,30,21,59,20,61,0,20,56,38,27,45,50,61,40,22,11,19,11,29,30,35,22,35,46,58,0,61,39,15,30,0,6,12,37,15,39,45,6,14,35,33,61,14,7,0,48,0,38,29,27,0,28,18,0,26,23,7,0,37,14,42,27,15,46,15,26,61,22,61,38,8,23,24,61,11,39,36,26,44,0,61,22,11,12,47,61,30,11,7,15,58,17,17,28,31,28,5,58,3,25,12,6,16,17,4,10,61,60,37,13,34,0,61,25,35,31,26,52,29,22,0,10,9,18,24,17,10,20,59,23,27,61,26,45,10,33,31,35,8,20,19,25,42,0,25,35,48,43,37,29,61
41,21,27,61,19,19,34,61,61,44,44,12,16,46,61,51,31,15,0,61,14,3,59,58,52,10,17,24,57,61,42,25,27,29,31,29,27,5,61,48,32,24,39,46,4,0,21,0,34,20,0,51,10,61,44,1,61,61,33,19,50,61,30,61,26,6,1,15,27,13,36,46,37,54,3,61,32,24,25,10,17,31,11,13,24,50,20,24,30,27,61,20,0,10,61,16,34,19,26,28,34,29,11,3,26,0,9,43,21,41,40,5,61,6,22,61,34,49,44,27,31,21,53,0,32,34,0,24,13,60,28,37,15,61,61,22,18,6,28,52,24,20,22,33,27,20,61,24,34,36,0,34,15,13,37,53,40,22,3,12,23,61,18,29,24,18,33,11,29,0,11,0,19,28,21,21,20,61,39,0,61,24,45,0,30,19,33,14,19,3,27,55,3,15,10,61,31,30,38,61
37,35,21,61,2,52,23,59,61,41,40,19,19,49,61,61,10,28,20,61,28,15,46,61,41,8,5,5,51,55,38,18,25,4,23,29,32,20,51,24,22,24,41,40,4,0,27,15,20,36,0,60,31,61,5,4,49,50,17,12,61,52,45,61,20,2,8,6,15,23,24,43,38,53,0,61,46,13,7,0,33,7,33,2,13,49,7,13,33,27,61,29,5,22,60,9,21,23,36,37,0,13,25,26,26,5,16,23,6,20,34,7,55,17,21,61,13,47,25,25,26,39,61,0,40,44,0,27,2,61,33,17,11,52,61,5,10,27,7,52,18,37,30,37,31,20,42,17,7,24,8,13,30,12,36,54,52,25,18,46,10,61,33,26,27,22,23,18,18,1,23,12,9,8,30,15,22,42,26,12,61,42,51,4,18,28,24,19,21,34,24,55,0,27,7,61,29,29,37,61
25,29,33,61,6,33,25,59,61,51,51,46,6,57,61,49,28,25,20,61,38,0,60,45,39,16,8,19,61,55,34,17,29,19,16,42,30,6,57,32,20,18,25,35,28,0,14,16,23,33,3,55,21,61,8,14,40,40,10,2,61,61,39,44,23,0,12,20,39,15,15,43,44,50,11,61,41,21,19,0,14,18,39,4,33,49,23,21,29,20,60,21,0,20,57,17,15,32,27,11,12,23,23,0,12,28,12,45,16,27,3,10,42,27,32,61,24,60,14,18,32,32,61,0,35,61,7,21,2,61,32,12,19,46,59,18,40,31,21,61,14,34,15,30,16,16,56,17,17,30,15,11,14,0,20,61,56,31,5,23,29,61,30,45,38,46,11,9,23,1,3,26,14,25,13,34,36,50,38,18,61,36,59,14,1,34,25,30,17,23,26,61,0,33,15,61,26,40,41,61
40,30,23,61,0,38,33,44,61,34,51,27,9,61,60,61,38,17,1,61,28,13,56,59,52,23,28,13,54,61,23,16,14,43,36,42,27,25,60,52,36,37,28,61,7,0,20,9,12,22,6,61,26,61,0,9,61,56,20,6,53,61,50,48,13,0,14,27,26,31,10,43,32,38,0,61,44,13,6,4,11,2,28,1,23,36,34,13,28,25,61,25,4,11,61,0,23,9,41,9,40,6,0,23,21,4,0,4,4,13,19,19,48,19,25,50,7,49,28,6,46,36,61,22,17,35,0,28,0,41,32,31,21,48,61,31,14,30,20,61,36,30,32,27,2,16,37,17,23,30,1,17,1,20,2,60,54,24,15,18,5,61,27,28,31,29,34,25,23,1,0,24,15,32,27,27,19,61,31,7,61,11,38,0,15,25,22,4,23,19,3,53,9,14,20,61,21,33,40,61
